assignmentId,condition,experiment,hitId,id,study_id,workerId,departmentField,isTenureTrackFaculty,comfortWithStats,comfortWithData,taughtStats,papersReviewed
1a0b6ad4-d109-4a36-b8e0-e4681351bced,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,0261faca-4144-4ef2-8fda-aebd8b122832,paper-review-pilot-2,4501006464537369204515159537363916162824,business,yes,4,3,No,100+
1a2ab99b-060b-4ea2-91fd-dce7e1d47b24,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d78285d0-adff-4f9e-9035-5c0bf642f6a1,paper-review-pilot-2,4501006464537369204515159537363720128024,,,,,,
1ad135b4-1b6b-4129-81b4-dac3552ddb7b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f5412b93-0f28-4118-b9d0-5438bc0b23e1,paper-review-pilot-2,4501006464537369204515131537363864153624,socialscience,yes,2,3,No,21-50
1c5921b1-8124-42d4-83bc-2266de53286d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,41e9c849-75af-4125-98ce-a62e97a53984,paper-review-pilot-2,45010157537369204515159537363900144024,computerscience,yes,3,3,No,51-100
1c628c7b-983a-4713-b338-6bb0475c12cf,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e4b52bc5-12bc-4346-a575-3735a4c367b4,paper-review-pilot-2,05010159002010010190001600384024,lifescience,yes,2,2,No,100+
1dcb695b-1a94-45bd-98d0-b55b59874bfa,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b55b3e20-4a59-4c23-a730-4e6146ac6003,paper-review-pilot-2,2501006464537369204515131537361864153624,,,,,,
1e0c0d57-6f0b-45b8-9b56-ded752b27e4d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,36175df7-adcc-4318-bdc7-fcb3c8d63ecf,paper-review-pilot-2,35010157605115141260511511152204824,physicalscience,yes,3,3,No,51-100
1e36298a-2f52-4efd-a0d8-fc6d07981097,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a1ab9844-a384-456f-bf58-1261dea3bace,paper-review-pilot-2,45010064645373692045151075373631024128024,,,,,,
1edc6a13-d00d-4199-9a14-9733cc95b491,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,41c62c6d-d654-4c75-bddd-d2b5c11fb05c,paper-review-pilot-2,450100645373692045151315373631080192024,,,,,,
1f9798ba-4e5d-47bb-8454-34f6f5a1aa90,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e8600b54-8792-4ae6-88ad-39e6461eb519,paper-review-pilot-2,45010064645373692045151315373631200192024,physicalscience,yes,4,4,No,11-20
1fba10bd-d475-45e8-98be-7431a0153e47,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b02adf12-91ba-4cd2-bbc2-35ed66d34769,paper-review-pilot-2,45010146537369204515131537363800128024,physicalscience,yes,4,4,Yes,1-10
1fd6be73-f8b1-4571-b7b6-501c63833126,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7a466462-c736-4634-981b-32052650b05f,paper-review-pilot-2,45010064645373692045151315373631080192024,,,,,,
1fee8ceb-579d-44dd-857f-22003dc1510e,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1cd7ba21-451d-47b1-b1c7-4824e57854c7,paper-review-pilot-2,35010157605115141260511511080192024,physicalscience,yes,1,2,No,21-50
1ffc5930-2b3f-4f32-a0f9-b68151bc4885,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7d552017-b18b-4e83-bfb7-1a102e2c8e8a,paper-review-pilot-2,3501015760511514126051151900144024,socialscience,yes,4,4,Yes,51-100
2097692a-0ec5-43ed-b672-7523a3b417c7,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b9f0c64e-7d94-4c06-8884-bd833ef40802,paper-review-pilot-2,45010064645373692045151315373631080192024,business,yes,2,4,No,100+
2169eabb-c98d-4771-9825-39caddd96f15,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,4f0c4bcd-27f8-4075-8005-1b373af93ca5,paper-review-pilot-2,45010064645373692045151315373631440256024,computerscience,yes,3,3,No,100+
21ab9518-e9d2-4d81-963d-d4126a8e09b2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,631ef232-ebf1-40b6-b47c-0de4d3d22ce9,paper-review-pilot-2,35010157605115141260511511050168024,lifescience,yes,3,3,No,21-50
21b278b4-6de2-4949-8d0d-95ceee001758,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e0c0ff47-a461-4e92-bb7a-205852a224df,paper-review-pilot-2,050118664900201001019000768136624,physicalscience,yes,2,4,No,100+
227de5ad-e747-4e44-8aba-898271333e27,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,79f98161-9d4f-4796-969a-060de3e21271,paper-review-pilot-2,45010064645373692045151595373631728307224,business,no,5,5,No,51-100
22e86ca6-0db8-4809-9243-86e6061af812,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,083cecae-f2da-46a2-aee9-19e2f8c6ba06,paper-review-pilot-2,250101575373692045151345373621440256024,statistics,yes,1,2,No,100+
23816378-f8a2-4af7-b75d-e91dc1413c0b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,3253e244-cc68-4620-847c-9e1ead626203,paper-review-pilot-2,0501006464910201001019100912136824,lifescience,no,2,2,No,100+
23dfc9d9-21b4-42bb-9b61-06d6cc151335,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,98589945-4ea7-4e01-8537-f557bdfa57f4,paper-review-pilot-2,45010064645373692045151315373631080192024,socialscience,yes,4,4,Yes,100+
247a7e44-1610-4a01-80f3-db575c1ad800,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,3d681a33-1b02-472d-8e33-ebef8a6488e8,paper-review-pilot-2,3501015760511514126051151900144024,computerscience,yes,3,2,No,100+
24c5e978-94dc-4302-80dc-80c930ae9f38,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,4904cc1e-0fc6-4899-8a60-4a628f1c382f,paper-review-pilot-2,05010159102010010191001080192024,socialscience,yes,4,4,Yes,100+
25ad25ae-9ecd-4695-b589-cb86558ed199,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1c88eed0-8d8c-451d-8026-693c5448f87d,paper-review-pilot-2,0501186648802010010188001080192024,computerscience,yes,2,2,No,51-100
26ce132e-fbb3-40e6-b8ab-9d60b0a6527e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c32a782f-ad59-4c42-8bba-5849e46df5c4,paper-review-pilot-2,05010064649102010010191001080192024,socialscience,yes,3,3,No,21-50
2701b9bf-de4f-4d71-b6eb-6eba1fb3152d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,098e3b24-dbb0-4679-876c-9eb09f5dd3bb,paper-review-pilot-2,250101575373692045151315373611600256024,computerscience,no,1,1,No,100+
27d2f088-9e0c-4f2f-96be-787c61c07f34,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,93004890-7ffe-4983-bdaf-1ec22ad47ad4,paper-review-pilot-2,45010064645373692045151595373631080192024,,,,,,
2846ab05-378b-479c-adb4-a7632e75f916,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a1aa99bd-9501-47e5-8e84-f977f558675d,paper-review-pilot-2,45010064645373692045151315373631440344024,computerscience,yes,2,2,No,51-100
285e94a2-1e6e-4ecf-9a57-8b6ca6980623,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,fac58d35-b613-4df2-b93e-6fa2cae93e8e,paper-review-pilot-2,450101575373692045151315373631152204830,,,,,,
2893bc9d-a82d-47d9-b0c9-7f9111b6fb07,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5f738656-1b04-4637-82f0-32172d6996e9,paper-review-pilot-2,45010064645373692045151595373631080192024,,,,,,
28b411ec-39b6-44d3-bef2-a83f79cb6383,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,cb98ef01-2774-4cc2-b4d1-a42334a1b03e,paper-review-pilot-2,2501186645373692045151265373621080192024,,,,,,
28df3ace-adc5-46eb-908b-be716132abb2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c533a691-b9f6-4b83-842a-084d53bf961f,paper-review-pilot-2,05010064649102010010191001080192024,,,,,,
299a855f-585a-4532-b2fd-0825b9037936,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,925bd915-7fa8-49ce-9d30-3249b9bcc8c7,paper-review-pilot-2,450101465373692045151315373631050168024,physicalscience,yes,2,4,Yes,100+
2a7cbf17-5f8e-4bcd-a7e9-28e1c68de393,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c3ca5436-239d-4a51-aa1d-5fe2010ded8c,paper-review-pilot-2,0501006464900201001019000936166424,socialscience,yes,4,4,Yes,100+
2ac2f5f3-9957-4c37-98b2-65c2c31ae1ec,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,44985d4b-cf0f-4058-acb0-62ceaf90ebcf,paper-review-pilot-2,05010064649102010010191001224217624,lifescience,yes,3,1,No,21-50
2af8a043-397f-489f-89d6-8ec15607d6ba,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,049116ab-9069-4db1-9d1b-ccc3852cdcdf,paper-review-pilot-2,0501186649102010010191001080192024,,,,,,
2b283366-d623-476d-880d-65daac94d199,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c0a06dd4-dcbd-4bd2-8d42-acfce1dd3b2b,paper-review-pilot-2,450100645373692045151315373631080192024,,,,,,
2b9102d3-a806-4903-bc14-e2d97d99790c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e753ebeb-5c23-4e35-91e1-4687ff1be5bf,paper-review-pilot-2,3501015760511514116051151900144024,,,,,,
2bcda2d4-9071-4be3-a835-40d2a08d0fc1,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,27d7c08c-8034-48b8-a211-425ee5bc8192,paper-review-pilot-2,4501006464537369204515131537363864153624,,,,,,
2c838dd8-cda7-4be4-ba1b-282d48800951,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,06606f01-e2ea-4d88-a64d-4224c2774ab3,paper-review-pilot-2,35010156605115131260511511440256024,,,,,,
2ced24df-7db6-42c0-8688-b6a11a723d84,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52a91aea-f996-400b-b46c-e164eea0c5c2,paper-review-pilot-2,45010064645373692045151075373631050168024,other,no,1,2,No,1-10
2d465f70-e9d2-4f53-bde8-126392ea48ef,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f5159207-c98e-401b-ae22-f310e05d1e82,paper-review-pilot-2,45010064645373692045151595373631080192024,computerscience,yes,4,4,No,51-100
2e4eb2a1-4b2b-4ad6-bc81-278b13aa283b,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,47902412-5fe2-4966-b360-ef8efff36957,paper-review-pilot-2,4501006464537369204515131537363864153624,socialscience,yes,2,2,No,51-100
2f1c7669-cd9c-4ec1-b17c-fade1ec5be58,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,07e16b51-38f4-4cc9-860e-837629c9955a,paper-review-pilot-2,0501006464910201001019100864153624,,,,,,
2fcd092b-c7db-4fc6-98e0-fa1721dde723,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e5fc793c-6ed7-4370-8d5b-24ff050864cf,paper-review-pilot-2,45010064645373692045151315373631200192024,business,yes,4,4,No,100+
