assignmentId,condition,experiment,hitId,id,stage,study_id,variant,workerId,paperA_editorialResponse,paperA_superiorityEstimate,paperA_whatYouSaw,paperA_whatYouSaw2,q_appeal,q_sample_size,q_overall,elapsed
d410f019-c955-457e-934b-772e0dfc2391,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,087016e1-e52d-4265-a7ec-defcbda0dded,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '1'}",99,recalled_1_sd,recalled_uncert_pop,4,5,1,315100
247a7e44-1610-4a01-80f3-db575c1ad800,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c8d67b8a-51ad-4827-9340-07519aca5f22,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,3501015760511514126051151900144024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '4'}",55,recalled_1_se,recalled_uncert_avg,3,5,4,297412
3ce49096-b42e-4439-86e2-54f9d61c5519,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ac08e7ae-0b8d-499f-892d-1ddf5ba6bb51,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537369209027331004180424,"{'q_appeal': '3', 'q_sample_size': '2', 'q_overall': '3'}",51,recalled_1_sd,recalled_uncert_avg,3,2,3,372522
55784891-72a5-4d98-84e2-84151fa6975c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f8a92595-73a2-4267-b99b-f78f980fe29e,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010159002010010190001152204824,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",98,recalled_1_se,recalled_uncert_avg,3,4,3,341638
d436bdbe-e04e-4347-b083-becb3938b271,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,49910c36-3a19-4103-b062-0140b450ea7f,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",90,recalled_2_se,recalled_uncert_avg,3,4,3,176267
d452e5be-f8fd-46de-ad14-14f86ee78740,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b273754c-d085-4c6b-8e55-94d6d51e2f44,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363686109824,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",52,recalled_2_se,recalled_uncert_avg,3,4,3,231430
3384621b-8f52-40fd-b486-2a8e98b8559c,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7d426fe0-74fe-4e02-8496-e558543f9fb7,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,3501015660511514036051151900144024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",55,recalled_2_sd,recalled_uncert_avg,3,5,3,157608
fcc080e0-21d4-44f7-9f2b-45146f3706ca,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,fc2785a6-517f-45f0-bf27-fa64342d2cac,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101465373692045151315373631080256024,"{'q_appeal': '2', 'q_sample_size': '4', 'q_overall': '3'}",99,recalled_1_se,recalled_uncert_pop,2,4,3,238979
d21d7bcd-7d4f-45c0-86fe-fe1a1107b62e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,16267d2c-d78a-4c60-a2ce-23b57faa04c8,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05014660511514111514860410102476832,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '3'}",52,recalled_1_sd,recalled_uncert_pop,4,3,3,411564
10118001-29f9-48fa-bc3d-1424c3c75704,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,df7dd61d-3050-4665-a9c6-c9cfc024b847,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363864153624,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '2'}",50,recalled_1_se,recalled_uncert_avg,5,4,2,309469
b1080475-5f71-40c2-b36d-90e744a869c3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ff5b8a1f-cab9-4c7f-9595-d8888622c8b6,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,35010157605115141260511511260224024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '2'}",60,recalled_1_sd,recalled_uncert_pop,4,4,2,289015
1fd6be73-f8b1-4571-b7b6-501c63833126,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,8e332d43-1937-40df-b19d-5b0b0f9b2870,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '2', 'q_sample_size': '4', 'q_overall': '3'}",99,recalled_2_sd,recalled_uncert_avg,2,4,3,2405031
de76f81c-e42c-4b63-ab04-450b1bc7397d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c48a2792-30a3-4c9e-bf0c-dfdaea92f414,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '2'}",100,recalled_1_sd,recalled_uncert_pop,5,4,2,899917
578340a6-af0a-4c56-9199-73487794afb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,39f802e5-6f84-4260-96c3-1c01de35bf29,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363800128024,"{'q_appeal': '5', 'q_sample_size': '2', 'q_overall': '4'}",50,recalled_1_se,recalled_uncert_avg,5,2,4,2190336
55f05567-f6c2-4608-a4e3-65ea581934cf,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f9a9ee7e-635e-41ca-acbe-07b2e436a4b4,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101575373692045151315373631440256024,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '4'}",73,recalled_1_sd,recalled_uncert_avg,2,5,4,169856
8e1d3126-c9e1-4e59-92f6-2d0d9b0a7b8a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,cedceff0-d1ad-4b43-bf2a-09c9f78d6704,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010159002010010190001080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",51,recalled_1_se,recalled_uncert_avg,4,5,2,229289
f92dffc4-f8a5-4505-8673-bf60bc860301,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52ba8aa6-5162-4b3a-ba95-105decb19521,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101575373692045151315373631120179230,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '3'}",52,recalled_1_se,recalled_uncert_pop,4,5,3,101009
c7ceca90-7ad5-4c93-9ab7-fb55e867de11,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ade7aa46-8830-4dad-b758-411f391afc68,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010126537369204515131537363900144024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",50,recalled_2_se,recalled_uncert_avg,3,4,3,6632823
34c3caf9-8f8f-48fe-bfc5-ea4399b3079d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c2011803-d7ff-4f39-b7b8-ab3d7c777a17,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101575373692045151315373631050168024,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '3'}",50,recalled_1_se,recalled_uncert_avg,4,3,3,220518
598f6e4c-3cda-4e31-abed-ef6f792470c1,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5b01136d-a334-42a2-a90e-b67f078d75ce,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,250101575373692045151315373621692300824,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '3'}",52,recalled_1_se,recalled_uncert_avg,2,3,3,20127
5355060b-eaf6-409e-b43e-a1d06e7a0686,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,24bce31e-e979-41dc-95a1-4a6ca0704c22,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363960170724,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",77,recalled_1_se,recalled_uncert_pop,3,4,3,14771474
ad18b1e0-f014-4d48-bf85-fdeafbd6d741,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d7d6718b-2f6a-4ecb-aed0-1ce0c6e6dfb5,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101575373692045151075373631120179230,"{'q_appeal': '3', 'q_sample_size': '3', 'q_overall': '4'}",50,recalled_1_sd,recalled_uncert_pop,3,3,4,388610
9b85bc16-78a4-4674-8754-7e49678f4a05,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,9eb79492-b573-42e7-90e8-aeee575a1449,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010159002010010190001050168024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",60,recalled_1_se,recalled_uncert_avg,3,4,3,413955
766c630a-d02e-42b1-9a21-dab01be9e328,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d6becf85-d86d-48eb-8ca0-9c550e3aee23,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363709126124,"{'q_appeal': '1', 'q_sample_size': '4', 'q_overall': '3'}",50,recalled_1_sd,recalled_uncert_pop,1,4,3,131563
bc2d17c6-e84e-4481-b1ab-27360141c92b,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ea1f3eb2-e75a-41eb-afc7-06c1c6ddfd4e,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,35010157605115141260511511440256024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",66,recalled_1_sd,recalled_uncert_pop,3,4,3,1131756
46247063-f93a-428d-8e95-e270e9afc584,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,aa173655-cf0d-416c-9049-87a5759b10ab,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010064649102010010191001080192024,"{'q_appeal': '2', 'q_sample_size': '1', 'q_overall': '4'}",55,recalled_2_sd,recalled_uncert_avg,2,1,4,559770
e6a9a155-9f3d-4088-8388-503807b1edcc,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,9a18a610-1f54-46c6-8f98-c8823061167a,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101575373680039871165373631080192024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '2'}",80,recalled_1_se,recalled_uncert_avg,4,4,2,1185903
83e9118c-70dd-4461-b5b2-202ff9b19c21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52954a69-4c3f-40e4-bc0f-2c2b227ebc27,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,0506164649102010010191001080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",99,recalled_1_se,recalled_uncert_pop,4,5,2,574352
1f9798ba-4e5d-47bb-8454-34f6f5a1aa90,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,62c5cc7f-29bd-4da0-8646-bd9291a82861,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631200192024,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '4'}",100,recalled_1_sd,recalled_uncert_pop,2,5,4,435746
6e31ef7b-5ec9-4ed2-9eeb-2dc6d9847e8a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a30ff127-de62-4e5f-bf3c-e4ead3b2360a,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450101535373692045151315373631050168030,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '2'}",65,recalled_1_se,recalled_uncert_avg,4,4,2,276205
4eb52874-8015-4f1e-b43f-634fa2e35ed5,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e8c28af6-14f7-4992-b925-f0c36ce6811b,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,250101575373692045151315373641080192024,"{'q_appeal': '3', 'q_sample_size': '3', 'q_overall': '4'}",50,recalled_1_se,recalled_uncert_avg,3,3,4,190878
f7b935ac-80da-49d7-9d23-ede90564d3ee,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5184fe2e-136e-4da8-bdaf-95eed20b75e1,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631440256024,"{'q_appeal': '2', 'q_sample_size': '4', 'q_overall': '3'}",65,recalled_1_sd,recalled_uncert_pop,2,4,3,326489
15355826-2955-4046-99ad-8d9a7f2580b1,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,518527d9-149f-4fe0-ab0e-1dd051f2a938,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010064649002010010190001440256024,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '2'}",51,recalled_1_se,recalled_uncert_avg,2,5,2,336857
6814c4de-5f35-4b08-bd9d-c534d39dbe25,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,44af0901-3a80-427f-a2f3-d6e768d913ba,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010158902010010189001120179224,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '1'}",99,recalled_1_se,recalled_uncert_pop,4,5,1,198643
1ad135b4-1b6b-4129-81b4-dac3552ddb7b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b12dbf10-add7-41ac-a8bd-00c142767dce,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537363864153624,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '2'}",90,recalled_1_sd,recalled_uncert_pop,3,5,2,388276
58bf0f06-609b-4571-947f-79645edb1d45,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,fb669b11-26d3-4894-96ef-1186804bd547,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,3501015660511514016051151900144024,"{'q_appeal': '3', 'q_sample_size': '3', 'q_overall': '4'}",60,recalled_1_se,recalled_uncert_avg,3,3,4,772684
dbb31708-4cd4-42b0-b9fa-ba55e30a912d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d00f1f21-7a6d-4829-bfdf-7bcdf1d42b85,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515131537369209027331080162024,"{'q_appeal': '3', 'q_sample_size': '3', 'q_overall': '3'}",51,recalled_2_se,recalled_uncert_avg,3,3,3,202926
323176d2-1d9e-4620-9f70-4fabeaa4e1f5,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1d5f453d-3c60-4be4-8d38-3101e870cda3,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,0501015660511514126051150102476832,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '4'}",50,recalled_1_se,recalled_uncert_pop,3,5,4,413069
cb7db835-68ad-4295-b099-bd71de6ec9a0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,63f2c745-b848-454d-9b07-d96d5225f1ee,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,050146605115870428077151486041081237532,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '3'}",55,recalled_2_se,recalled_uncert_avg,2,3,3,361027
0f3a6ced-c42d-492a-ba1e-1358e5cd2c48,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,84921520-1db4-4521-a58e-d4380badde3c,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '4'}",61,recalled_2_se,recalled_uncert_avg,3,4,4,252898
0fbf7b6f-ad47-48f5-b82e-1e13e612fe03,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,2b5f79f6-d3ed-4bb2-ba9f-87f494eb5ac9,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,0501178153736920451513153736080036024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",99,recalled_1_se,recalled_uncert_avg,4,4,3,425472
96f38f5d-2415-443a-9eac-7976f7ed07da,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a2506356-f85a-4e12-b8d2-b2bf907e8ee6,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,35010146605115141260511511080192024,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '4'}",50,recalled_1_sd,recalled_uncert_avg,2,3,4,1107652
f4c219f4-3d7c-4f45-b457-bbea5cc845ae,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,4b1b6d8d-7029-45ab-b72d-a58b62f5ae98,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,250616464537369204515131537361864153624,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '3'}",50,recalled_1_sd,recalled_uncert_avg,2,5,3,136738
1513baa1-0914-47b2-bd91-0db9cd836ee2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5332cb4a-5644-4b68-a1ac-abd5c99e58aa,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,050616464910201001019100920147224,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",58,recalled_1_se,recalled_uncert_avg,3,5,3,998459
431b45c2-24be-4699-908c-ef70e4ef7c97,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1a1bd76d-a2b0-41a6-8c7c-76cb6a242b67,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,35010157605115141260511511120179224,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",63,recalled_1_se,recalled_uncert_avg,3,5,3,470922
b7545627-12e3-4ae9-ada8-fd718c1440ca,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52f796c8-498e-47e6-ad73-8982b673a3a4,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,0501014890201001018900800128024,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '4'}",52,recalled_2_sd,recalled_uncert_avg,4,2,4,219622
7db807e4-3046-41f9-8db0-e999df615fb6,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d454e7d0-2ba4-4c1d-b208-0c00bf6d08c6,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450100645373692045151315373631080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",58,recalled_1_se,recalled_uncert_avg,4,5,2,2691177
c165b1bb-2e8a-4484-87af-f23de7901460,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,80ea0cc2-aabd-47d9-a1af-9753ae7e3cdb,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450100645373692045151315373631080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",58,recalled_1_se,recalled_uncert_avg,4,5,2,151179
315d5394-abf9-486c-94ec-9b76da72c68c,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f56f6a1f-dcd8-4775-abe5-a104109cbb5c,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,450100645373692045151315373631080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",58,recalled_1_se,recalled_uncert_avg,4,5,2,69698
948b1dcb-c3bc-4046-b043-5f7f8ede01ee,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e81e5dde-b618-45bc-a180-f3a23d9bd7e0,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,050995053736142870428014153736074036024,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '2'}",99,recalled_1_se,recalled_uncert_avg,5,5,2,528954
16f9b817-04b3-4c21-9cf9-248171c77b5e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,60935cb7-18dc-4c13-8749-021bc9f18c8d,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010157537369204515131537363900144030,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '3'}",50,recalled_1_sd,recalled_uncert_avg,3,4,3,298027
ed9adddf-fe70-4374-a2c4-4b39b1425cd8,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f61d1fc6-3f2f-4a3b-b45e-684999ba3bba,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,45010064645373692045151315373631080192024,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '4'}",53,recalled_2_sd,recalled_uncert_avg,3,4,4,308719
f0ea5b41-2017-442f-a5ed-fe0a83679370,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,479bd1ce-0c8d-4b48-ab7e-2cc79c62d5cc,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,05010064649002010010190001080192024,"{'q_appeal': '1', 'q_sample_size': '1', 'q_overall': '5'}",50,recalled_1_se,recalled_uncert_avg,1,1,5,344166
155eef98-477e-4c38-949f-d1be0aae6193,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52f82191-7d23-4926-9ad3-7fcada5f2bfc,PAPER_A_UNDERSTANDING,paper-review-pilot-2,FACULTY,4501006464537369204515107537363900160024,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '2'}",60,recalled_1_sd,recalled_uncert_pop,5,4,2,391621
