assignmentId,condition,experiment,hitId,id,study_id,workerId,guess,trial,mu1,mu2,variance1,variance2,n1,n2,psup,signed_error,unsigned_error
b1df7f0b-0525-49a9-afae-5888146e7a60,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,df66c6be-0ab5-44e8-8c3d-47b266d70f64,paper-review-pilot-2,450100646453736920451510753736920902553960170724,100.0,3,2.83,2.58,1.19,0.65,113.0,119.0,56,44.0,44.0
b1df7f0b-0525-49a9-afae-5888146e7a60,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,69ceb897-a65c-47fd-a4cf-97d161361374,paper-review-pilot-2,450100646453736920451510753736920902553960170724,100.0,4,1.82,1.18,0.69,1.18,199.0,188.0,68,32.0,32.0
b1df7f0b-0525-49a9-afae-5888146e7a60,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,640baede-ebca-4d8c-a5df-4b5c9a0b9df1,paper-review-pilot-2,450100646453736920451510753736920902553960170724,100.0,5,1.74,1.39,0.8,0.74,189.0,185.0,61,39.0,39.0
0218cf26-e5e8-4dcf-acab-600e1b1bf366,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,056dd7d9-e559-4c41-8a0c-0c0a99ee3511,paper-review-pilot-2,050150605115150151486041092642832,75.0,5,2.6,2.49,0.63,1.18,181.0,172.0,53,22.0,22.0
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,af4ae58e-3ae5-4722-8bd0-a8aac1b682e1,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,70.0,1,1.37,0.5,1.31,1.0,134.0,111.0,72,-2.0,2.0
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3422797c-cfef-4ea3-beac-afb3e8eea819,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,65.0,2,2.62,1.71,1.92,0.8,214.0,183.0,71,-6.0,6.0
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b9ac213f-5909-46a4-bee3-58dea27492e0,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,55.0,3,0.93,0.77,0.96,0.82,181.0,185.0,55,0.0,0.0
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,57139c82-c311-42d3-9335-f2b82c2c1dc1,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,50.0,4,2.31,2.28,1.27,1.11,161.0,171.0,51,-1.0,1.0
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0a069495-8175-420f-9128-a650eb8115eb,paper-review-pilot-2,450100646453736930457705373693096123960170724,51.0,1,1.78,1.51,1.43,0.69,75.0,69.0,56,-5.0,5.0
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,db1b0885-6c3a-48b8-83f3-d9264c6bb484,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,51.0,5,1.21,1.09,1.17,1.56,49.0,55.0,53,-2.0,2.0
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fbc2b064-ef0e-413f-bb0b-2b6d98155666,paper-review-pilot-2,450100646453736930457705373693096123960170724,51.0,2,2.03,1.82,1.22,1.86,85.0,95.0,55,-4.0,4.0
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,924c2652-9a02-45e1-a93a-621720e35117,paper-review-pilot-2,450100646453736930457705373693096123960170724,52.0,3,2.15,1.74,0.78,1.86,171.0,199.0,60,-8.0,8.0
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,896b2470-538a-4bff-b3da-49763d735585,paper-review-pilot-2,450100646453736930457705373693096123960170724,70.0,4,1.29,0.13,1.51,1.32,76.0,78.0,75,-5.0,5.0
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,db92e670-4f8c-4175-9419-6713cdabde1d,paper-review-pilot-2,450100646453736930457705373693096123960170724,60.0,5,1.77,0.8,1.17,1.23,68.0,91.0,73,-13.0,13.0
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,131e2a31-bb6b-4d60-83d0-307c8cf69fd5,paper-review-pilot-2,450100646453736920451510753736920902553720128024,81.0,1,1.62,0.62,0.98,1.15,67.0,69.0,75,6.0,6.0
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6d28bf7f-5ecc-4ae3-984b-06ddd616bd0d,paper-review-pilot-2,450100646453736920451510753736920902553720128024,75.0,2,1.39,0.66,0.5,1.8,62.0,71.0,68,7.0,7.0
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,78ac2701-0187-4b1f-8e33-0b148e98c00a,paper-review-pilot-2,450100646453736920451510753736920902553720128024,75.0,3,0.91,0.16,1.27,1.11,204.0,183.0,69,6.0,6.0
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7bdc7a8c-1a12-4e9c-8d55-9da17ffc574e,paper-review-pilot-2,450100646453736910447216453736910864713720128024,75.0,1,2.46,1.63,1.66,1.23,194.0,169.0,69,6.0,6.0
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b126b87b-9783-4ec0-a8e3-eafb5691d411,paper-review-pilot-2,450100646453736920451510753736920902553720128024,78.0,4,2.26,1.21,1.69,1.29,101.0,110.0,73,5.0,5.0
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0d1d3e51-c5b6-4ff3-809b-bd81f864dd53,paper-review-pilot-2,450100646453736910447216453736910864713720128024,60.0,2,2.92,2.18,1.46,0.7,75.0,103.0,69,-9.0,9.0
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,e4dbf214-c910-4b27-87d1-8fe4a46da390,paper-review-pilot-2,450100646453736910447216453736910864713720128024,50.0,3,1.84,1.75,1.98,0.79,115.0,104.0,52,-2.0,2.0
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,49fffb43-96f5-4781-bd95-26a440f08e18,paper-review-pilot-2,450100646453736910447216453736910864713720128024,95.0,4,2.05,1.03,1.76,1.25,136.0,145.0,72,23.0,23.0
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f87a4458-5014-4106-a79d-565a2889be39,paper-review-pilot-2,450100646453736910447216453736910864713720128024,55.0,5,1.54,1.31,0.78,1.54,95.0,94.0,56,-1.0,1.0
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a0fb3a9f-03a5-4272-bd2f-0a3debfdcc4a,paper-review-pilot-2,450100646453736920451510753736920902553720128024,69.0,5,1.89,1.37,1.77,1.18,70.0,62.0,62,7.0,7.0
ee027621-a55f-4ce9-9696-3e3070aebdcd,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,696f2432-a641-499f-8aec-cfce526a3782,paper-review-pilot-2,05014716051151412151486041081237532,61.0,1,2.72,2.2,0.53,1.29,82.0,71.0,65,-4.0,4.0
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,52c5a2f7-95bb-4304-99a8-d4281d38d69d,paper-review-pilot-2,45010064645373692045151315373631080192024,55.0,1,2.59,2.01,1.46,1.77,106.0,88.0,63,-8.0,8.0
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ac0a3d20-e306-44e9-8215-574042f59788,paper-review-pilot-2,45010064645373692045151315373631080192024,51.0,2,2.79,2.57,1.53,1.78,99.0,81.0,55,-4.0,4.0
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,38e01310-0826-4d91-9064-ae4a8c6819e6,paper-review-pilot-2,45010064645373692045151315373631080192024,50.0,3,0.85,0.77,1.29,1.01,189.0,165.0,52,-2.0,2.0
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,983a8fdd-e609-4fb2-b323-a7a91d7eb102,paper-review-pilot-2,45010064645373693045771853736930961103912136824,75.0,1,1.03,0.24,0.71,0.68,65.0,55.0,75,0.0,0.0
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dc15305d-fba3-4d11-925b-5172bed9c4b0,paper-review-pilot-2,45010064645373692045151315373631080192024,65.0,4,1.41,0.4,0.53,1.7,192.0,168.0,75,-10.0,10.0
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a88805f0-e423-424c-98ff-4b49c1f58f5d,paper-review-pilot-2,45010064645373692045151315373631080192024,60.0,5,1.92,1.21,1.55,0.89,175.0,170.0,68,-8.0,8.0
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,1de68018-6917-456e-b9ae-876d29b9ec0c,paper-review-pilot-2,45010064645373693045771853736930961103912136824,60.0,2,2.81,2.13,1.34,1.05,183.0,181.0,67,-7.0,7.0
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,31adb25b-184b-4539-a348-7eecd78cb6ae,paper-review-pilot-2,45010064645373693045771853736930961103912136824,60.0,3,2.11,1.68,1.64,1.11,106.0,107.0,60,0.0,0.0
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2f0346c5-69c8-4269-bba6-400105f863d8,paper-review-pilot-2,45010064645373693045771853736930961103912136824,60.0,4,2.69,1.79,1.69,1.67,85.0,102.0,69,-9.0,9.0
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,1a4babcb-74bf-4797-be22-757801353e13,paper-review-pilot-2,45010064645373693045771853736930961103912136824,55.0,5,0.61,0.18,1.32,0.51,72.0,81.0,62,-7.0,7.0
ee027621-a55f-4ce9-9696-3e3070aebdcd,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d68ea62e-378c-41a3-9f89-5a31710df82c,paper-review-pilot-2,05014716051151412151486041081237532,56.0,2,0.51,0.12,0.7,1.63,155.0,182.0,60,-4.0,4.0
bf247560-7c78-4b8e-8f38-a5e25598667d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7e64a073-0f03-407a-a56e-76ea47a5cad5,paper-review-pilot-2,45010064645373691044721245373631080162024,55.0,1,0.4,0.07,1.91,1.95,44.0,63.0,56,-1.0,1.0
d338dc9e-a6ee-47d1-808e-99d27ca88e57,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,e5b058e9-e0a1-4a13-b6a9-8cc6919f1001,paper-review-pilot-2,450100646453736920451510753736920902623889133424,97.0,1,2.43,2.19,1.1,1.24,93.0,87.0,56,41.0,41.0
