assignmentId,condition,experiment,hitId,id,study_id,workerId,rctComfort,currentlyDoingResearch,yearsExperience,has_phd,has_any_stats_training,has_read_rct,has_published,has_conducted_rct,has_took_course,has_analyzed_data,has_used_stats_software
0de25e12-8c3c-47f1-bf45-7288f5686832,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d814d601-590e-4af5-9f72-2123b4262d56,paper-review-pilot-2,05011253736770386511653736460645160073241224,,,,,,,,,,,
0df03ff4-65f8-40c1-9d9a-16ff53505cd1,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dde2f7bc-2cb1-4934-ba3d-f93f3ee5e665,paper-review-pilot-2,450100646453736910447216453736910864713720128024,,,,,,,,,,,
0ec17a40-1012-4e6a-afa6-ddc102ae0359,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6f3b38d6-0902-4093-b566-0c685e0be31a,paper-review-pilot-2,450100645373692045151315373631152275224,,,,,,,,,,,
0f6f9090-950a-47a8-9dfb-4dbdfec7c666,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5a953e95-8af7-4435-acd3-781d7b2e63fc,paper-review-pilot-2,4501006464537369204515131537369209026731000150024,,,,,,,,,,,
0f727b34-e532-473f-995f-28487550e1c1,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5914817f-92cc-47f9-a13c-272480b99089,paper-review-pilot-2,4501006464537369204515107537369209025531080162024,,,,,,,,,,,
10264e26-878a-4b77-b304-36dc0f011816,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,931ff988-e950-454c-ac6e-995569f681bb,paper-review-pilot-2,4501006464537369204515107537369209025531080192024,2,1,3-5 years,False,2.0,False,False,False,True,False,False
102b0903-0cab-47e1-8d5e-70d85abcd811,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,19028e21-609c-40ed-a11d-cabaab557363,paper-review-pilot-2,4501006464537369204515131537369209026731080192024,3,0,Less than 1 year,True,1.0,True,True,False,True,True,True
1180b1d5-4dbd-45f3-b6fd-7a4ca0c8df4f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6e40dc19-3b29-4e77-b9ab-b62ec59f73f6,paper-review-pilot-2,450100646453736930457718537369309611031200192024,2,0,6-10 years,False,1.0,False,True,False,False,False,False
12cb19e5-e33d-4b14-aa88-5eca7d6d0c8c,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4f9c25e1-97b9-4394-8c3b-18c39838516c,paper-review-pilot-2,4501006464537369104472124537369108647031080192024,,,,,,,,,,,
1378bc23-7288-4c2f-a7a4-62bfc7e172d6,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,74f5829e-5e28-4379-bacf-a781dbd26bd6,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,2,0,1-2 years,False,1.0,False,False,False,True,True,True
150f3150-5413-44ee-a0be-264ebe05c279,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,e8f0f52a-ab78-45f3-b90e-fb4006282303,paper-review-pilot-2,45010064645373692045151315373631080192024,3,0,6-10 years,True,1.0,False,False,False,True,True,True
15e8bb67-4dfd-4135-87eb-6f23a6d13524,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,17519605-d3cb-4219-8597-0e8931cea0f5,paper-review-pilot-2,450100645373692045151075373631440256024,,,,,,,,,,,
165aa879-50be-4d92-b977-6fb81bb26393,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,8438cd27-fff8-4b1e-a5de-7647f74d3682,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,,,,,,,,,,,
16936ba1-9e88-4684-8b96-2bd99d4d6aeb,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a76017db-05f7-4b9a-937f-27738e840e99,paper-review-pilot-2,4501006464537369204515107537369209026231440344024,,,,,,,,,,,
183b0474-255a-4e85-a2e2-79a3d2db0dfd,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,505f6b22-63ea-4c52-ab27-c368d1586b97,paper-review-pilot-2,4501006464537369204515107537363864153624,,,,,,,,,,,
187d8c20-b23e-40d7-aefb-5744ed081617,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b450715e-9cce-45b9-b45c-da8295bb69b6,paper-review-pilot-2,450100645373692045151075373631200192024,,,,,,,,,,,
18ce0dfd-275c-4e68-8f3c-8a101a206008,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,1ecf4b02-40e2-4ab2-91c2-9f8eedd63ff9,paper-review-pilot-2,450100646453736920451513153736920902673720128024,,,,,,,,,,,
192a7eb6-750a-4d21-b34f-944eeb551d05,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ac6b00be-5cbe-4103-b337-91d625624cff,paper-review-pilot-2,4501006464537369204515131537369209026731235219524,3,0,1-2 years,False,1.0,False,False,True,True,False,True
19ffe998-e2f5-471c-a0d8-2c37869f2268,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,47e838a0-9d1d-430b-b25c-f164acd89acb,paper-review-pilot-2,4501006464537369204515107537369209026231440344024,,,,,,,,,,,
1a87ce2a-cc97-4317-ba16-5ba2a8617341,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,85742d7e-3165-4ce3-809c-67c201fe59e1,paper-review-pilot-2,45010064645373692045151315373631440256024,,,,,,,,,,,
1b9ea59f-58d8-45fd-a662-bcf9fb3df529,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f9a14574-b6f2-4203-88c8-54231cd58634,paper-review-pilot-2,05014716051151412151486041081237532,,,,,,,,,,,
1ced7294-92f1-4564-859f-6fc30340e568,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dcf8cb75-3902-4a0d-b13c-15d6c3bc9a20,paper-review-pilot-2,4501006464537369104472124537369108647031000150024,,,,,,,,,,,
1e2cf90f-80e1-45c3-9af9-7506564d4c4d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0495382d-9310-47f1-9975-d159d147cd40,paper-review-pilot-2,450100646453736910447216453736910864713720128024,,,,,,,,,,,
1fb83e53-545a-4089-ac90-d3239a75d02a,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2eda919e-6450-4f9a-810e-39d8e1b4b4b9,paper-review-pilot-2,450100645373692045151075373631200192024,,,,,,,,,,,
2066015c-ad5c-4c5d-b5dc-8929e6deed15,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,47b52887-8fb4-4d10-bf74-fdc97864c192,paper-review-pilot-2,4501006464537369104472124537369108646731080162024,,,,,,,,,,,
20830ce4-be22-4fd2-85d5-dc5da76f70c9,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,83372c12-ac58-461a-8948-72bf246408f6,paper-review-pilot-2,4501006464537369204515131537369209026731000150024,,,,,,,,,,,
20b80609-38ac-48ff-8633-4465941872b9,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,1f44483b-897f-4482-9b93-861f3397358d,paper-review-pilot-2,4501006464537369204515131537369209026731080192024,,,,,,,,,,,
21d659e7-6b65-4fcf-a16f-501be85941aa,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f34c39e3-953b-4b1b-bfbc-5fc99ceeb715,paper-review-pilot-2,4501006464537369204515107537369209026231440256024,5,1,6-10 years,True,1.0,True,True,False,True,True,True
21f78811-5ee6-4315-9296-2e1b113688f8,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,08f92eaa-e10e-47b3-975b-50ee857b5a9a,paper-review-pilot-2,450100646453736920451510753736920902623720128024,,,,,,,,,,,
2254f436-e5a4-47a0-b64f-06bb6b811957,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,38d9ba66-92f7-4c83-8ce7-f2e812d9e1f8,paper-review-pilot-2,4501006464537369204515107537369209026231440256024,,,,,,,,,,,
238526b5-50fc-4f7d-9749-cc014f8e2a6d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fdf5f209-81ad-4ea3-8f03-b9c302e3a85a,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,3,0,1-2 years,False,1.0,False,True,True,True,True,True
239ae41e-d4a1-46ed-8be2-0432cbd5f50d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6f511559-c970-4425-a13b-0f5fb291c611,paper-review-pilot-2,4501006464537369204515107537369209026231000150024,,,,,,,,,,,
244cd333-8194-404a-ac01-302ca1e99d3f,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c29bf5b6-dd6f-49e3-beef-cdc8a18d1432,paper-review-pilot-2,450100646453736930457718537369309611131080162024,,,,,,,,,,,
26f6fa80-cfb1-4e11-b2e1-2f1c0ae989c0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d01d8710-0d9e-40d9-b292-4affb1445326,paper-review-pilot-2,4501006464537369104472124537369108647031000150024,,,,,,,,,,,
278a7f2b-c9da-4c28-9e39-c718cf661f54,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,872e499e-696b-485b-ac0d-9f5d17e3002a,paper-review-pilot-2,4501006464537369304544053736930933131440256024,2,1,6-10 years,False,1.0,False,True,False,True,False,False
2803e11d-c97e-4bc7-bbf2-9d059b8f0923,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0e15c859-a32f-4b6c-b8e7-c8694a8d7a96,paper-review-pilot-2,0501466051151411151486041084439032,,,,,,,,,,,
283764f9-cba6-4ff3-a795-fd5e1c82dcb8,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,29c14fbb-ea43-40da-ac97-0fbaa8952638,paper-review-pilot-2,4501006464537369204515107537369209026231440344024,,,,,,,,,,,
28d21ee9-b472-4ae4-8cd5-c6b8854e2cf3,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,125fcbfb-85c0-4da9-a9da-20be33a5e3e1,paper-review-pilot-2,4501006464537369204515107537369209026231440344024,2,1,3-5 years,False,3.0,True,False,True,True,True,True
28d23742-add1-445c-8b8c-26823c01a5b5,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c7a379d4-3f56-434b-86f2-b46b9dd79133,paper-review-pilot-2,4501006464537369204515107537369209026231080384024,,,,,,,,,,,
2934bdd8-7c31-4f78-9bd3-077fb7ed44b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b1e9a4e7-c79b-4d60-ac7c-caa2143ecbec,paper-review-pilot-2,050147605115920451590151486041081237532,,,,,,,,,,,
2a4b4531-2b5b-4078-b7eb-3442d0b71066,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,952c9cd9-2a9e-4ff9-a71c-19d61e8c89cb,paper-review-pilot-2,4501006464537369204515107537369209026231080162024,,,,,,,,,,,
2af08698-325c-4ca3-b3da-9b65c94a3107,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,15d1b6cc-dfd3-4d62-93a9-d5c10bdb09b9,paper-review-pilot-2,4501006464537369204515107537369209025531000150024,,,,,,,,,,,
2af637c7-c6f0-463b-8443-49005226b668,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ad7a6c22-0171-4497-8728-df94133b7946,paper-review-pilot-2,450100646453736920451510753736920902553864153624,,,,,,,,,,,
2baa64bf-1d4d-40af-bf9d-623542debb71,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dc9bb47b-f122-4c7b-907f-8c382add3449,paper-review-pilot-2,450100645373692045151075373631080192024,3,1,3-5 years,False,1.0,False,False,False,True,False,True
2bc159e2-3b76-4073-93e4-a80efed65472,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,9a0d806f-e034-4585-8d97-6b9b4662baa9,paper-review-pilot-2,4501006464537369204515107537369209026231152275224,,,,,,,,,,,
2cf3564e-3723-4273-9d4f-7900271539aa,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4bd34d5f-affb-49c2-90eb-1a58ad8885e9,paper-review-pilot-2,4501006464537369204515107537369209025531110166424,4,1,6-10 years,False,1.0,True,True,False,True,False,False
2d16172e-8755-43b6-9ba9-e5d602333c22,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,89eacca1-8dbb-4a96-ac7e-574b68ecada2,paper-review-pilot-2,4501006464537369104472124537369108647031080192024,3,1,1-2 years,False,2.0,True,True,True,True,True,True
2d600d13-2ddd-4643-b540-47ecdeab8dfd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,034bdd85-b952-449e-9af9-07dc5d086702,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,,,,,,,,,,,
2e38a298-1999-4a42-8670-1dd4e3c494da,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,53d0f1cf-4b4d-45d4-8291-fa13dfb3c133,paper-review-pilot-2,450100646453736920451510753736920902623864153624,,,,,,,,,,,
2faf993d-1538-40e1-8ca6-57ec42fd9800,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,50850786-e1ac-46cb-9db0-cc6c15a1190b,paper-review-pilot-2,4501006464537369204515107537369209026231440256024,,,,,,,,,,,
30296769-ae5c-443b-9c0d-dc39bf156892,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4c94a6f3-7754-4812-956a-6e4c7bf67c93,paper-review-pilot-2,4501006464537369204515107537369209026231080256024,,,,,,,,,,,
30297bb0-32df-4eed-92bf-90e9a491d1b1,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,838d14d0-98e2-4a86-9e2c-6281a0db02bb,paper-review-pilot-2,4501006464537369104472124537369108647031200192030,,,,,,,,,,,
30687080-4956-4018-9f13-297ddfea2836,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4d7b78f9-8e56-495e-b48f-2c71260c0d1d,paper-review-pilot-2,4501006464537369204515107537369209026231080162024,2,0,1-2 years,False,1.0,False,False,True,False,True,False
31ca1c7d-6ba3-49ca-bc7a-9abc97310d62,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c978af4f-2219-4f50-8470-83018b3e0d60,paper-review-pilot-2,4501006464537369204515107537369209026231000150024,,,,,,,,,,,
31f852d3-249c-477d-93f7-ec48ccb651c2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7bf1b38d-40c9-4acc-8613-7c57411f1137,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,,,,,,,,,,,
331b480d-7ef3-4140-a4b4-bd247ccb8db0,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0d53994f-6f85-477d-a9e0-540e6b943b3d,paper-review-pilot-2,4501006464537369104472164537369108647131080192024,,,,,,,,,,,
33b96694-4d7a-4d25-8e1e-64f172f08558,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fc5ef055-1a2f-4d70-a04f-a56e6cf1c8c7,paper-review-pilot-2,4501006464537369204515107537369209026231200192024,4,0,6-10 years,False,1.0,True,False,True,False,True,True
340470f0-b4f7-4d08-8556-fa03c9436fa0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7799f9b2-21c9-409d-b96b-925cfb61303a,paper-review-pilot-2,4501006464537369204515131537369209026731440344024,,,,,,,,,,,
34242223-8b57-4ee6-8b3f-b5ea60819666,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,79ac736f-e47a-4b99-a1be-1f634a230b53,paper-review-pilot-2,4501006464537369204515131537369209026731200192030,,,,,,,,,,,
356741e6-b88a-4a2e-b531-016fb4f9b6a6,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,054d681f-a442-4021-a023-89e49643a3dd,paper-review-pilot-2,4501006464537369204515131537369209026731200192024,3,0,3-5 years,False,1.0,False,True,False,True,False,True
36258df3-720f-4c77-b4ef-910f7a411ea2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,03d0d1bb-96de-4829-8149-4c0deb7962a4,paper-review-pilot-2,45010064537369204515107537363752112824,3,1,6-10 years,False,2.0,True,True,True,True,True,True
36ae2a18-7372-4b8e-8991-66fdae338951,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,02ba0dae-f362-4d0a-87eb-c4ff9c900772,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,3,0,3-5 years,False,4.0,True,False,True,True,True,True
37a8d818-10a2-4cc3-8235-7b3a9c8bfe96,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,bbc9eaba-e093-4faf-b8b7-2fcf72cff5e6,paper-review-pilot-2,4501006464537369204515107537369209026231440256024,,,,,,,,,,,
37b9a21a-044b-4c87-be10-cbbb2126b9b0,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,efa5a95f-ad01-4995-8038-633bc33e7cd0,paper-review-pilot-2,4501006464537369104472124537369108647031000150024,4,1,3-5 years,True,2.0,True,True,True,True,True,True
385fa586-5ddc-4255-a9d1-45a9da873486,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f9d17485-0591-44f0-a335-3d150037aa50,paper-review-pilot-2,4501006464537369204515131537369209026731003150424,,,,,,,,,,,
3878042f-ca4b-45ed-9e09-99bcf1b04c4f,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ea5cf4c9-972d-46e7-bfc7-1b17d8a891cc,paper-review-pilot-2,35010157605115141260511511440256024,,,,,,,,,,,
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ee2bec45-7cdb-489a-8629-689f5f8a3513,paper-review-pilot-2,35010157605115141160511511440256024,4,1,1-2 years,True,1.0,True,True,False,True,False,True
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,86abb1b4-ac1b-4976-9bd7-f5674b01fa6b,paper-review-pilot-2,45010064645373693045771853736930961103912136824,2,0,6-10 years,False,2.0,True,False,True,True,True,True
3a531d25-e85a-4788-8f39-2d90d6cc8644,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f1229c38-583a-4d3c-81d5-e3c14e23003b,paper-review-pilot-2,0501466051151411151486041084439032,3,1,11-20 years,True,1.0,True,True,True,True,True,True
3af63c52-b589-4210-b8e7-434c4e82ac78,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a11ef713-cbac-40d7-878c-08ace09c3f52,paper-review-pilot-2,35010157605115141260511511440256024,,,,,,,,,,,
3b6a7b58-39bd-4e96-844f-25d560011be9,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,77f44bd7-ab7e-4e61-9f95-0a135077f6bc,paper-review-pilot-2,450100646453736920451513153736920902673922163924,,,,,,,,,,,
