assignmentId,condition,experiment,hitId,id,study_id,workerId,stage,trial,stage_trial,elapsed
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,441e5fea-af2a-4827-82dd-80245a8844f7,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PSUP_GAME,1,PSUP_GAME-1,337030
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,9e144427-8f44-4a5e-bee5-81bd99871714,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PSUP_GAME,2,PSUP_GAME-2,360627
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5c986c02-486a-4807-b39d-fd97473af429,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PSUP_GAME,3,PSUP_GAME-3,375373
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dd48ae1b-e902-49eb-b5d9-5e9492ddf24c,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PSUP_GAME,4,PSUP_GAME-4,411399
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c5b7702e-3752-4ada-a411-f276f03785fa,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PSUP_GAME,5,PSUP_GAME-5,426761
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ad4d8810-42a2-4c61-ba4d-1fee60feca62,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,BACKGROUND_SURVEY,,BACKGROUND_SURVEY-1,503512
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,cb97f49b-6ff8-42ba-9bfa-7f3691e54eb3,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,FEEDBACK,,FEEDBACK-1,507299
63cc1dec-966c-498b-b781-6813ffc708d2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,60b9fa98-e11a-49ba-ad5a-ccf64fe9f751,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,280485
63cc1dec-966c-498b-b781-6813ffc708d2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c4ed658d-e7af-4aca-8087-9275b05606ab,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_PSUP,,PAPER_A_PSUP-1,498263
8d48159c-28cd-4a6e-85a4-2df3f4924f64,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b647994a-17c1-4151-9e66-9cac20b6ad0e,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,30
8d48159c-28cd-4a6e-85a4-2df3f4924f64,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,220b3e5b-e76d-486d-94f6-11c3a64a9bf0,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,2276
8d48159c-28cd-4a6e-85a4-2df3f4924f64,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,911a9768-3c78-4cb3-9508-af3672818602,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,21208
8d48159c-28cd-4a6e-85a4-2df3f4924f64,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ab138f47-8e00-4e91-b677-6c4067e6513f,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_PSUP,,PAPER_A_PSUP-1,25646
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,74985aa9-3f62-4809-acbe-def93b2163a7,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,45
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,79de5e9b-5782-4ef0-b8a0-0ccd212cad3e,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,2599
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d9244cd0-5970-4a8e-ad4a-b7d6a59d139e,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,81596
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6c467925-bb06-4f1c-a2f1-f51aa691f7b3,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_PSUP,,PAPER_A_PSUP-1,94301
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b7d139fe-eaad-4823-a9bc-7ad81cea78ab,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PAPER_A_UNDERSTANDING,,PAPER_A_UNDERSTANDING-1,103533
931164bb-cbe4-4bc4-94fb-79f3581a600f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7af802df-9afb-4cc7-9970-cc5ddd89ae49,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,138
931164bb-cbe4-4bc4-94fb-79f3581a600f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6274995c-ca7b-48d2-ac46-e8badc08e745,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,4558
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,36f2d552-e836-4797-8f7d-dfdf52bd19d9,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,93
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7abbba72-62cb-4328-aa3b-3b48f8886af6,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,5954
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,14d93d7e-3e0d-48f4-a755-ca2a73c97746,paper-review-pilot-2,35010157605115141160511511440256024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,38
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c4f1c1bc-0580-49bf-9b91-8ccef3282501,paper-review-pilot-2,35010157605115141160511511440256024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,3903
826d918a-aca9-405d-8d31-80ff81605cc3,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a5eee527-2e34-4039-9915-baa2b5086f56,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,69
7188b809-3a9c-4cdd-90a2-72db8b707709,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6632313d-b265-4635-ab7f-fc20d57657e2,paper-review-pilot-2,4501006464537369104472124537369108647031080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,88
826d918a-aca9-405d-8d31-80ff81605cc3,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,93d721db-a7d5-4a23-938d-c43f30d48777,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,16143
7e64b0ab-3e88-4a29-b790-2cd5a8abf574,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d746bb7a-b752-4d3a-8a3b-ae334739ce2d,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,100
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3bac6046-718e-49b9-a9a7-966333beabb9,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,83270
7e64b0ab-3e88-4a29-b790-2cd5a8abf574,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ff91fa38-6539-463d-9917-32665044042e,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,11949
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7b0867ae-e44f-4258-9abe-dfb8564abd39,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PSUP_GAME,1,PSUP_GAME-1,233772
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,55dc4510-cddb-41aa-9bd0-e06d5a8b03e4,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PAPER_A_PSUP,,PAPER_A_PSUP-1,136942
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dabf55a3-d0fb-44dd-a951-ed612c5b7533,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PSUP_GAME,2,PSUP_GAME-2,269288
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,cacc0de3-7c43-487c-82a7-b0f8102dd8f2,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PSUP_GAME,3,PSUP_GAME-3,287153
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b2e59887-ce1c-4b6f-9c4f-50eea3fe2b83,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PAPER_A_UNDERSTANDING,,PAPER_A_UNDERSTANDING-1,164190
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,90669892-d392-4521-930c-7493120b68c5,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PSUP_GAME,4,PSUP_GAME-4,303124
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,e1c72813-f897-4728-bcd5-86147b53cff6,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PSUP_GAME,1,PSUP_GAME-1,180136
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ec7408b1-5d58-4c48-9b2d-fd380070c980,paper-review-pilot-2,35010157605115141160511511440256024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,164772
6df4f203-b953-42c3-a82e-4a159757def2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,81e63aa0-f421-450a-9711-310615736025,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,43
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b38b733f-5c2c-4cd4-aa77-ba93e989d742,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,PSUP_GAME,5,PSUP_GAME-5,313166
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f23616a3-72b2-4449-8975-d28884ba19e3,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PSUP_GAME,2,PSUP_GAME-2,191785
6df4f203-b953-42c3-a82e-4a159757def2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f4642b59-2429-40c2-9fe8-ec73fb1d7130,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,11713
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,878ff5d5-3c72-42a0-9e3f-1ce702c97d8d,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PSUP_GAME,3,PSUP_GAME-3,199151
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d81296b0-1ef1-4d62-b717-72322207c567,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PSUP_GAME,4,PSUP_GAME-4,203553
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0bbec141-6845-4c05-b977-a747e24b4ab3,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,PSUP_GAME,5,PSUP_GAME-5,207820
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3b0080ca-acd3-410e-adcc-3037522f707c,paper-review-pilot-2,35010157605115141160511511440256024,PAPER_A_PSUP,,PAPER_A_PSUP-1,207795
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3a93ed55-319e-44b8-8593-a5e745e2ff84,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,BACKGROUND_SURVEY,,BACKGROUND_SURVEY-1,356109
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,77ab0d2a-2afa-4d57-8008-6ced35e1c696,paper-review-pilot-2,35010157605115141160511511440256024,PAPER_A_UNDERSTANDING,,PAPER_A_UNDERSTANDING-1,234506
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,688e8e5c-ce15-4a77-b0d8-b93d689e095d,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,BACKGROUND_SURVEY,,BACKGROUND_SURVEY-1,259473
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4f210fb8-6e1a-44fc-b01f-174f2f20c78d,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,FEEDBACK,,FEEDBACK-1,270719
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,81601d56-6e7c-4798-b87f-43230403bfa5,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,FEEDBACK,,FEEDBACK-1,405768
7e64b0ab-3e88-4a29-b790-2cd5a8abf574,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,53b21130-1916-4f4b-8622-5b5a343b0aec,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,268867
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c53c21ec-e174-4982-8c53-77aec1774082,paper-review-pilot-2,35010157605115141160511511440256024,PSUP_GAME,1,PSUP_GAME-1,363926
cea16952-d3e1-40d9-9186-ec5314571b47,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,33d07d00-1354-43d5-8901-ef3d21f2d2f8,paper-review-pilot-2,450100646453736920451510753736920902553686109824,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,93
cea16952-d3e1-40d9-9186-ec5314571b47,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4318eb31-5262-4e24-a67a-b829fa1c8760,paper-review-pilot-2,450100646453736920451510753736920902553686109824,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,5533
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7b322925-b217-472d-92a2-9e9286327cf7,paper-review-pilot-2,35010157605115141160511511440256024,PSUP_GAME,2,PSUP_GAME-2,475662
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,309ee681-c586-44b8-ae5d-ed0217462b66,paper-review-pilot-2,35010157605115141160511511440256024,PSUP_GAME,3,PSUP_GAME-3,493082
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,28e9ed9f-5744-48c1-916e-d8e9077eef76,paper-review-pilot-2,35010157605115141160511511440256024,PSUP_GAME,4,PSUP_GAME-4,506523
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2d7fdcff-7220-4a1b-9916-d92839b6861e,paper-review-pilot-2,35010157605115141160511511440256024,PSUP_GAME,5,PSUP_GAME-5,593197
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,9b078839-7a4f-4f88-8588-0207ecc46818,paper-review-pilot-2,35010157605115141160511511440256024,BACKGROUND_SURVEY,,BACKGROUND_SURVEY-1,626330
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ee2bec45-7cdb-489a-8629-689f5f8a3513,paper-review-pilot-2,35010157605115141160511511440256024,FEEDBACK,,FEEDBACK-1,631739
eda9f6b9-f4b0-4434-9bb0-d39621e784b3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6eb86d9f-bfcc-4192-85dd-ac072eec0d86,paper-review-pilot-2,45010064537369204515107537363960170724,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,135
eda9f6b9-f4b0-4434-9bb0-d39621e784b3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7716c877-ef7b-47c2-99c0-63bfdf507eca,paper-review-pilot-2,45010064537369204515107537363960170724,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,7826
fc206103-8848-44da-9f31-277a94a5e6dc,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,84916ec8-1b88-4b76-a256-26ad80607cf5,paper-review-pilot-2,4501006464537369204515107537369209025531080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,58
df375540-7e3f-4bc9-ad42-ee7374260fdb,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fd6ee503-b63f-4b05-bdef-a5601c2fc54d,paper-review-pilot-2,4501006464537369204515107537369209026231600384024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,36
df375540-7e3f-4bc9-ad42-ee7374260fdb,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,405061bd-822b-46b4-a156-ea1e4eba6d3a,paper-review-pilot-2,4501006464537369204515107537369209026231600384024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,16414
ca328ba6-2b0d-41ff-bc77-c362af4d8322,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,70cbd443-fc2b-46e9-8028-470769bcffa8,paper-review-pilot-2,4501006464537369204515107537369209025531080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,84
fc206103-8848-44da-9f31-277a94a5e6dc,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,8dff764e-3bf0-44b1-a32a-7e96322e0101,paper-review-pilot-2,4501006464537369204515107537369209025531080192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,40622
0218cf26-e5e8-4dcf-acab-600e1b1bf366,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,974e0c5f-4d73-4bd6-90ff-4d9f9a7a9684,paper-review-pilot-2,050150605115150151486041092642832,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,67
fde6574a-c1df-48f1-a43e-36c98d86a1bd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3c1194e4-07bd-4849-899e-b8a223ca8abc,paper-review-pilot-2,450100645373691044721245373631204180524,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,175
0218cf26-e5e8-4dcf-acab-600e1b1bf366,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,08563037-5587-4468-b0c5-082351f70e0e,paper-review-pilot-2,050150605115150151486041092642832,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,13162
fde6574a-c1df-48f1-a43e-36c98d86a1bd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,42600959-1561-478b-bf15-c3cdb6e46159,paper-review-pilot-2,450100645373691044721245373631204180524,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,8517
826d918a-aca9-405d-8d31-80ff81605cc3,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,71b092d5-0f31-4a2c-a9eb-6ee8e48c2927,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,759358
eda9f6b9-f4b0-4434-9bb0-d39621e784b3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f461695e-02fe-47e1-ba7c-4cc0a40ebab1,paper-review-pilot-2,45010064537369204515107537363960170724,PAPER_A_REVIEW,,PAPER_A_REVIEW-1,161414
7e64b0ab-3e88-4a29-b790-2cd5a8abf574,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5784e55d-84f0-4425-83fa-5c319d62e71c,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,PAPER_A_PSUP,,PAPER_A_PSUP-1,768822
4cf6167f-cf0f-4146-b167-652e200b8891,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7df18ecf-4058-4b55-8f2a-d61734f0b3d6,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,74
4cf6167f-cf0f-4146-b167-652e200b8891,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,21dfc386-c876-4448-8130-a4e02aac1565,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,PAPER_A_PREFACE,,PAPER_A_PREFACE-1,6243
7812d92f-fa91-4cc4-ac86-15a489cdaa25,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4f75cb3f-c309-4bf7-b434-83c77ad424d5,paper-review-pilot-2,4501006464537369204515107537369209025531080162024,INITIAL_PAGE_LOAD,,INITIAL_PAGE_LOAD-1,51
eda9f6b9-f4b0-4434-9bb0-d39621e784b3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,05c7d8dd-8292-4b47-80c2-19859ba9cea8,paper-review-pilot-2,45010064537369204515107537363960170724,PAPER_A_PSUP,,PAPER_A_PSUP-1,233527
